Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
1991,1,1,2,1709,1705,1944,1944,US,112,NA,155,159,NA,0,4,TPA,SYR,1104,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,2,3,1704,1705,1946,1944,US,112,NA,162,159,NA,2,-1,TPA,SYR,1104,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,3,4,1705,1705,1934,1944,US,112,NA,149,159,NA,-10,0,TPA,SYR,1104,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,4,5,1709,1705,1951,1944,US,112,NA,162,159,NA,7,4,TPA,SYR,1104,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,5,6,1703,1705,1936,1944,US,112,NA,153,159,NA,-8,-2,TPA,SYR,1104,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,6,7,1711,1705,1949,1944,US,112,NA,158,159,NA,5,6,TPA,SYR,1104,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,7,1,1711,1705,1946,1944,US,112,NA,155,159,NA,2,6,TPA,SYR,1104,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,8,2,1704,1705,1934,1944,US,112,NA,150,159,NA,-10,-1,TPA,SYR,1104,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,9,3,1805,1705,2042,1944,US,112,NA,157,159,NA,58,60,TPA,SYR,1104,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,10,4,1703,1705,1946,1944,US,112,NA,163,159,NA,2,-2,TPA,SYR,1104,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,11,5,1706,1705,2014,1944,US,112,NA,188,159,NA,30,1,TPA,SYR,1104,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,12,6,1702,1705,1926,1944,US,112,NA,144,159,NA,-18,-3,TPA,SYR,1104,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,13,7,1705,1705,1941,1944,US,112,NA,156,159,NA,-3,0,TPA,SYR,1104,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,14,1,1703,1705,1942,1944,US,112,NA,159,159,NA,-2,-2,TPA,SYR,1104,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,15,2,1701,1705,1932,1944,US,112,NA,151,159,NA,-12,-4,TPA,SYR,1104,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,16,3,1723,1705,1945,1944,US,112,NA,142,159,NA,1,18,TPA,SYR,1104,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,17,4,1706,1705,1943,1944,US,112,NA,157,159,NA,-1,1,TPA,SYR,1104,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,18,5,1704,1705,2000,1944,US,112,NA,176,159,NA,16,-1,TPA,SYR,1104,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,19,6,1701,1705,1927,1944,US,112,NA,146,159,NA,-17,-4,TPA,SYR,1104,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,20,7,1702,1705,1939,1944,US,112,NA,157,159,NA,-5,-3,TPA,SYR,1104,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,21,1,1702,1705,1935,1944,US,112,NA,153,159,NA,-9,-3,TPA,SYR,1104,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,22,2,1704,1705,1943,1944,US,112,NA,159,159,NA,-1,-1,TPA,SYR,1104,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,23,3,1704,1705,1938,1944,US,112,NA,154,159,NA,-6,-1,TPA,SYR,1104,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,24,4,1704,1705,1935,1944,US,112,NA,151,159,NA,-9,-1,TPA,SYR,1104,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,25,5,1703,1705,1931,1944,US,112,NA,148,159,NA,-13,-2,TPA,SYR,1104,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,26,6,1704,1705,1937,1944,US,112,NA,153,159,NA,-7,-1,TPA,SYR,1104,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,27,7,1703,1705,1931,1944,US,112,NA,148,159,NA,-13,-2,TPA,SYR,1104,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,28,1,1703,1705,1933,1944,US,112,NA,150,159,NA,-11,-2,TPA,SYR,1104,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,29,2,1703,1705,1931,1944,US,112,NA,148,159,NA,-13,-2,TPA,SYR,1104,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,30,3,1721,1705,1948,1944,US,112,NA,147,159,NA,4,16,TPA,SYR,1104,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,31,4,1702,1705,1943,1944,US,112,NA,161,159,NA,-1,-3,TPA,SYR,1104,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,1,2,1204,1200,1239,1243,US,114,NA,35,43,NA,-4,4,CLE,PIT,105,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,2,3,1159,1200,1239,1243,US,114,NA,40,43,NA,-4,-1,CLE,PIT,105,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,3,4,1159,1200,1242,1243,US,114,NA,43,43,NA,-1,-1,CLE,PIT,105,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,4,5,1159,1200,1236,1243,US,114,NA,37,43,NA,-7,-1,CLE,PIT,105,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,5,6,1202,1200,1307,1243,US,114,NA,65,43,NA,24,2,CLE,PIT,105,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,6,7,1158,1200,1244,1243,US,114,NA,46,43,NA,1,-2,CLE,PIT,105,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,7,1,1201,1200,1243,1243,US,114,NA,42,43,NA,0,1,CLE,PIT,105,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,8,2,950,950,1208,1202,US,114,NA,78,72,NA,6,0,MDW,PIT,402,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,9,3,959,950,1234,1202,US,114,NA,95,72,NA,32,9,MDW,PIT,402,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,10,4,950,950,1205,1202,US,114,NA,75,72,NA,3,0,MDW,PIT,402,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,11,5,952,950,1212,1202,US,114,NA,80,72,NA,10,2,MDW,PIT,402,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,12,6,952,950,1219,1202,US,114,NA,87,72,NA,17,2,MDW,PIT,402,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,14,1,950,950,1155,1202,US,114,NA,65,72,NA,-7,0,MDW,PIT,402,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,15,2,1102,950,1342,1202,US,114,NA,100,72,NA,100,72,MDW,PIT,402,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,17,4,950,950,1231,1202,US,114,NA,101,72,NA,29,0,MDW,PIT,402,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,18,5,951,950,1203,1202,US,114,NA,72,72,NA,1,1,MDW,PIT,402,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,19,6,NA,950,NA,1202,US,114,NA,NA,72,NA,NA,NA,MDW,PIT,402,NA,NA,1,NA,0,NA,NA,NA,NA,NA
1991,1,20,7,950,950,1153,1202,US,114,NA,63,72,NA,-9,0,MDW,PIT,402,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,21,1,950,950,1205,1202,US,114,NA,75,72,NA,3,0,MDW,PIT,402,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,22,2,949,950,1203,1202,US,114,NA,74,72,NA,1,-1,MDW,PIT,402,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,23,3,949,950,1202,1202,US,114,NA,73,72,NA,0,-1,MDW,PIT,402,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,24,4,950,950,1200,1202,US,114,NA,70,72,NA,-2,0,MDW,PIT,402,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,25,5,950,950,1158,1202,US,114,NA,68,72,NA,-4,0,MDW,PIT,402,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,26,6,NA,950,NA,1202,US,114,NA,NA,72,NA,NA,NA,MDW,PIT,402,NA,NA,1,NA,0,NA,NA,NA,NA,NA
1991,1,27,7,949,950,1152,1202,US,114,NA,63,72,NA,-10,-1,MDW,PIT,402,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,28,1,948,950,1155,1202,US,114,NA,67,72,NA,-7,-2,MDW,PIT,402,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,29,2,1002,950,1212,1202,US,114,NA,70,72,NA,10,12,MDW,PIT,402,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,30,3,1005,950,1224,1202,US,114,NA,79,72,NA,22,15,MDW,PIT,402,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,31,4,948,950,1201,1202,US,114,NA,73,72,NA,-1,-2,MDW,PIT,402,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,1,2,1316,1315,1422,1423,US,114,NA,66,68,NA,-1,1,PIT,GSO,304,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,2,3,1314,1315,1412,1423,US,114,NA,58,68,NA,-11,-1,PIT,GSO,304,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,4,5,1316,1315,1416,1423,US,114,NA,60,68,NA,-7,1,PIT,GSO,304,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,5,6,1331,1315,1441,1423,US,114,NA,70,68,NA,18,16,PIT,GSO,304,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,6,7,1320,1315,1430,1423,US,114,NA,70,68,NA,7,5,PIT,GSO,304,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,7,1,1313,1315,1414,1423,US,114,NA,61,68,NA,-9,-2,PIT,GSO,304,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,8,2,1321,1320,1441,1425,US,114,NA,80,65,NA,16,1,PIT,SWF,328,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,9,3,1321,1320,1446,1425,US,114,NA,85,65,NA,21,1,PIT,SWF,328,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,10,4,1321,1320,1433,1425,US,114,NA,72,65,NA,8,1,PIT,SWF,328,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,11,5,1321,1320,1437,1425,US,114,NA,76,65,NA,12,1,PIT,SWF,328,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,12,6,1321,1320,1440,1425,US,114,NA,79,65,NA,15,1,PIT,SWF,328,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,14,1,1319,1320,1446,1425,US,114,NA,87,65,NA,21,-1,PIT,SWF,328,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,15,2,1359,1320,1503,1425,US,114,NA,64,65,NA,38,39,PIT,SWF,328,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,16,3,1317,1320,1418,1425,US,114,NA,61,65,NA,-7,-3,PIT,SWF,328,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,17,4,1325,1320,1445,1425,US,114,NA,80,65,NA,20,5,PIT,SWF,328,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,18,5,1324,1320,1455,1425,US,114,NA,91,65,NA,30,4,PIT,SWF,328,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,19,6,1317,1320,1441,1425,US,114,NA,84,65,NA,16,-3,PIT,SWF,328,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,20,7,1320,1320,1437,1425,US,114,NA,77,65,NA,12,0,PIT,SWF,328,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,21,1,1319,1320,1434,1425,US,114,NA,75,65,NA,9,-1,PIT,SWF,328,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,22,2,1321,1320,1455,1425,US,114,NA,94,65,NA,30,1,PIT,SWF,328,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,23,3,1318,1320,1434,1425,US,114,NA,76,65,NA,9,-2,PIT,SWF,328,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,24,4,1317,1320,1428,1425,US,114,NA,71,65,NA,3,-3,PIT,SWF,328,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,25,5,1330,1320,1446,1425,US,114,NA,76,65,NA,21,10,PIT,SWF,328,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,26,6,1319,1320,1435,1425,US,114,NA,76,65,NA,10,-1,PIT,SWF,328,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,27,7,1323,1320,1443,1425,US,114,NA,80,65,NA,18,3,PIT,SWF,328,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,28,1,1319,1320,1443,1425,US,114,NA,84,65,NA,18,-1,PIT,SWF,328,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,29,2,1319,1320,1441,1425,US,114,NA,82,65,NA,16,-1,PIT,SWF,328,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,30,3,1319,1320,1509,1425,US,114,NA,110,65,NA,44,-1,PIT,SWF,328,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,31,4,1320,1320,1428,1425,US,114,NA,68,65,NA,3,0,PIT,SWF,328,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,1,2,1406,1405,1516,1516,US,115,NA,70,71,NA,0,1,BUF,JFK,301,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,2,3,1403,1405,1509,1516,US,115,NA,66,71,NA,-7,-2,BUF,JFK,301,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,3,4,1403,1405,1510,1516,US,115,NA,67,71,NA,-6,-2,BUF,JFK,301,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,4,5,1411,1405,1519,1516,US,115,NA,68,71,NA,3,6,BUF,JFK,301,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,5,6,1404,1405,1509,1516,US,115,NA,65,71,NA,-7,-1,BUF,JFK,301,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,6,7,1408,1405,1512,1516,US,115,NA,64,71,NA,-4,3,BUF,JFK,301,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,7,1,1405,1405,1510,1516,US,115,NA,65,71,NA,-6,0,BUF,JFK,301,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,8,2,1405,1405,1521,1515,US,115,NA,76,70,NA,6,0,BUF,JFK,301,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,9,3,1411,1405,1528,1515,US,115,NA,77,70,NA,13,6,BUF,JFK,301,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,10,4,1405,1405,1511,1515,US,115,NA,66,70,NA,-4,0,BUF,JFK,301,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,11,5,1453,1405,1640,1515,US,115,NA,107,70,NA,85,48,BUF,JFK,301,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,12,6,1411,1405,1521,1515,US,115,NA,70,70,NA,6,6,BUF,JFK,301,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,13,7,1403,1405,1525,1515,US,115,NA,82,70,NA,10,-2,BUF,JFK,301,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,14,1,1404,1405,1514,1515,US,115,NA,70,70,NA,-1,-1,BUF,JFK,301,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,15,2,1404,1405,1514,1515,US,115,NA,70,70,NA,-1,-1,BUF,JFK,301,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,16,3,1526,1405,1646,1515,US,115,NA,80,70,NA,91,81,BUF,JFK,301,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,17,4,1407,1405,1517,1515,US,115,NA,70,70,NA,2,2,BUF,JFK,301,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,18,5,1405,1405,1511,1515,US,115,NA,66,70,NA,-4,0,BUF,JFK,301,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,19,6,1406,1405,1514,1515,US,115,NA,68,70,NA,-1,1,BUF,JFK,301,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,20,7,1403,1405,1508,1515,US,115,NA,65,70,NA,-7,-2,BUF,JFK,301,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,21,1,1510,1405,1615,1515,US,115,NA,65,70,NA,60,65,BUF,JFK,301,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,22,2,1403,1405,1511,1515,US,115,NA,68,70,NA,-4,-2,BUF,JFK,301,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,23,3,1405,1405,1516,1515,US,115,NA,71,70,NA,1,0,BUF,JFK,301,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,24,4,1407,1405,1510,1515,US,115,NA,63,70,NA,-5,2,BUF,JFK,301,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,25,5,1405,1405,1522,1515,US,115,NA,77,70,NA,7,0,BUF,JFK,301,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,26,6,1406,1405,1520,1515,US,115,NA,74,70,NA,5,1,BUF,JFK,301,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,27,7,1444,1405,1557,1515,US,115,NA,73,70,NA,42,39,BUF,JFK,301,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,28,1,1404,1405,1510,1515,US,115,NA,66,70,NA,-5,-1,BUF,JFK,301,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,29,2,1403,1405,1508,1515,US,115,NA,65,70,NA,-7,-2,BUF,JFK,301,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,30,3,1402,1405,1513,1515,US,115,NA,71,70,NA,-2,-3,BUF,JFK,301,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,31,4,1412,1405,1515,1515,US,115,NA,63,70,NA,0,7,BUF,JFK,301,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,8,2,1317,1320,1535,1541,US,116,NA,78,81,NA,-6,-3,BNA,PIT,462,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,9,3,1326,1320,1547,1541,US,116,NA,81,81,NA,6,6,BNA,PIT,462,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,10,4,1318,1320,1536,1541,US,116,NA,78,81,NA,-5,-2,BNA,PIT,462,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,11,5,1318,1320,1535,1541,US,116,NA,77,81,NA,-6,-2,BNA,PIT,462,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,12,6,1317,1320,1541,1541,US,116,NA,84,81,NA,0,-3,BNA,PIT,462,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,13,7,1317,1320,1539,1541,US,116,NA,82,81,NA,-2,-3,BNA,PIT,462,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,14,1,1319,1320,1537,1541,US,116,NA,78,81,NA,-4,-1,BNA,PIT,462,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,15,2,1321,1320,1528,1541,US,116,NA,67,81,NA,-13,1,BNA,PIT,462,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,16,3,1319,1320,1539,1541,US,116,NA,80,81,NA,-2,-1,BNA,PIT,462,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,17,4,1316,1320,1537,1541,US,116,NA,81,81,NA,-4,-4,BNA,PIT,462,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,18,5,1323,1320,1551,1541,US,116,NA,88,81,NA,10,3,BNA,PIT,462,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,19,6,1319,1320,1528,1541,US,116,NA,69,81,NA,-13,-1,BNA,PIT,462,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,20,7,1318,1320,1535,1541,US,116,NA,77,81,NA,-6,-2,BNA,PIT,462,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,21,1,1315,1320,1536,1541,US,116,NA,81,81,NA,-5,-5,BNA,PIT,462,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,22,2,1318,1320,1537,1541,US,116,NA,79,81,NA,-4,-2,BNA,PIT,462,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,23,3,1320,1320,1544,1541,US,116,NA,84,81,NA,3,0,BNA,PIT,462,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,24,4,1317,1320,1527,1541,US,116,NA,70,81,NA,-14,-3,BNA,PIT,462,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,25,5,1319,1320,1534,1541,US,116,NA,75,81,NA,-7,-1,BNA,PIT,462,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,26,6,1319,1320,1541,1541,US,116,NA,82,81,NA,0,-1,BNA,PIT,462,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,27,7,1318,1320,1539,1541,US,116,NA,81,81,NA,-2,-2,BNA,PIT,462,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,28,1,1317,1320,1529,1541,US,116,NA,72,81,NA,-12,-3,BNA,PIT,462,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,29,2,1316,1320,1528,1541,US,116,NA,72,81,NA,-13,-4,BNA,PIT,462,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,30,3,1317,1320,1536,1541,US,116,NA,79,81,NA,-5,-3,BNA,PIT,462,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,31,4,1317,1320,1539,1541,US,116,NA,82,81,NA,-2,-3,BNA,PIT,462,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,1,2,1554,1555,1653,1659,US,116,NA,59,64,NA,-6,-1,CLE,DCA,310,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,2,3,1554,1555,1705,1659,US,116,NA,71,64,NA,6,-1,CLE,DCA,310,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,3,4,1559,1555,1701,1659,US,116,NA,62,64,NA,2,4,CLE,DCA,310,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,4,5,1613,1555,1712,1659,US,116,NA,59,64,NA,13,18,CLE,DCA,310,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,5,6,1824,1555,1919,1659,US,116,NA,55,64,NA,140,149,CLE,DCA,310,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,6,7,1601,1555,1707,1659,US,116,NA,66,64,NA,8,6,CLE,DCA,310,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,7,1,1552,1555,1707,1659,US,116,NA,75,64,NA,8,-3,CLE,DCA,310,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,8,2,1632,1635,1744,1747,US,116,NA,72,72,NA,-3,-3,PIT,ORF,330,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,9,3,1644,1635,1754,1747,US,116,NA,70,72,NA,7,9,PIT,ORF,330,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,10,4,1640,1635,1750,1747,US,116,NA,70,72,NA,3,5,PIT,ORF,330,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,11,5,1639,1635,1747,1747,US,116,NA,68,72,NA,0,4,PIT,ORF,330,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,12,6,1646,1635,1754,1747,US,116,NA,68,72,NA,7,11,PIT,ORF,330,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,14,1,1635,1635,1757,1747,US,116,NA,82,72,NA,10,0,PIT,ORF,330,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,15,2,1634,1635,1742,1747,US,116,NA,68,72,NA,-5,-1,PIT,ORF,330,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,16,3,1638,1635,1748,1747,US,116,NA,70,72,NA,1,3,PIT,ORF,330,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,17,4,1653,1635,1806,1747,US,116,NA,73,72,NA,19,18,PIT,ORF,330,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,18,5,1646,1635,1749,1747,US,116,NA,63,72,NA,2,11,PIT,ORF,330,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,1,19,6,1649,1635,1757,1747,US,116,NA,68,72,NA,10,14,PIT,ORF,330,NA,NA,0,NA,0,NA,NA,NA,NA,NA
